fips,name,pop2010,pop2020,pctchg
4600010500,Castlewood,627,641,2.23
3600006607,Binghamton,47404,44399,-6.34
5500003225,Ashland,8216,7843,-4.54
1300025356,East Ellijay,547,569,4.02
3400012580,Chester borough,1649,1624,-1.52
2900009838,Burlington Junction,537,481,-10.43
4800031064,Gregory,1907,1886,-1.1
1900026175,Everly,591,550,-6.94
2600030040,Fowler village,1207,1222,1.24
400007940,Buckeye,50851,79620,56.58
3900009834,Buchtel village,557,567,1.8
5000003475,Barton village,728,643,-11.68
500024700,Fountain Lake town,549,573,4.37
5400013108,Capon Bridge town,357,366,2.52
1300020288,Crawford,828,836,0.97
2900021484,Eldon,4577,4706,2.82
5300011160,Centralia,16658,17745,6.53
2700017378,Eagle Lake,2421,3087,27.51
200003880,Anvik,85,82,-3.53
3900013036,Centerburg village,1773,2226,25.55
2700003682,Barrett,413,407,-1.45
3600018388,Cortland,19184,18670,-2.68
4600006620,Box Elder,7855,10119,28.82
5500033100,Hartland village,9115,9320,2.25
4700007840,Braden town,280,263,-6.07
3000019825,Deer Lodge,3162,2853,-9.77
5500013475,Cedar Grove village,2113,2117,0.19
800021265,Dove Creek town,724,634,-12.43
3600012144,Canandaigua,10591,10156,-4.11
4000024200,Erick,1060,999,-5.75
4200000628,Albion borough,1511,1449,-4.1
4000007450,Bokoshe town,509,497,-2.36
2900015670,Columbia,109044,123195,12.98
800004000,Aurora,324659,379289,16.83
500004420,Bearden,972,858,-11.73
3100002550,Atkinson,1245,1229,-1.29
2700005014,Beltrami,107,101,-5.61
1700002531,Ashley,536,490,-8.58
4100000500,Adrian,177,173,-2.26
4200029592,Glenfield borough,202,201,-0.5
2100008488,Bonnieville,255,264,3.53
4000010950,Calera town,2162,2370,9.62
4200022608,Edinboro borough,6445,5515,-14.43
1700023373,Elkville village,928,863,-7
4800022660,Edinburg,82018,101170,23.35
500018550,Des Arc,1716,1582,-7.81
1300002564,Arabi town,586,564,-3.75
800015605,Collbran town,692,698,0.87
1700001946,Arenzville village,409,367,-10.27
200003440,Angoon,459,459,0
4200003264,Ashland borough,2817,2679,-4.9
5500024700,Exeland village,201,190,-5.47
4000025250,Fallis town,27,27,0
3900001630,Amanda village,734,738,0.54
4100015000,Condon,682,697,2.2
3900021308,Defiance,17077,16634,-2.59
3000005275,Belt town,576,564,-2.08
3600001286,Allegany village,1805,1696,-6.04
5100031936,Gordonsville town,1481,1624,9.66
100003556,Babbie town,603,596,-1.16
3500033290,Hope village,105,106,0.95
500000250,Adona,209,206,-1.44
1900003385,Atalissa,311,308,-0.96
2600023140,Dryden village,951,938,-1.37
3700020600,Elizabethtown town,3644,3378,-7.3
1200018575,Dunedin,35355,36537,3.34
3900008532,Brice village,116,120,3.45
4600019980,Estelline,768,746,-2.86
3900004920,Bedford Heights,10757,10460,-2.76
3900029050,Fulton village,256,255,-0.39
2200027155,Franklin,7660,6709,-12.42
1700023620,Elmhurst,44136,46746,5.91
4500030355,Gray Court town,811,821,1.23
4500032335,Harleyville town,667,699,4.8
100014464,Childersburg,5161,4837,-6.28
1200003975,Bay Harbor Islands town,5533,5793,4.7
2900029764,Gunn City village,118,120,1.69
2700010018,Carlton,1020,1033,1.27
1800006634,Borden town,818,936,14.43
2900000244,Adrian,1685,1597,-5.22
2000001550,Altamont,1085,1019,-6.08
2700024308,Golden Valley,20357,21886,7.51
1000001400,Arden village,433,440,1.62
1600001990,Ammon,13971,17115,22.5
500013570,Chester town,162,157,-3.09
4200003656,Avondale borough,1265,1400,10.67
3600013618,Centre Island village,410,409,-0.24
3500026780,Folsom village,66,57,-13.64
4000001050,Albion town,106,100,-5.66
400028030,Globe,7515,7347,-2.24
3700004950,Belville town,1930,2103,8.96
2900004888,Berger,221,221,0
1300014500,Cedartown,9790,9997,2.11
2000021675,Eudora,6142,6411,4.38
5400008092,Blacksville town,171,180,5.26
600001444,Alturas,2827,2563,-9.34
1700004806,Belle Rive village,360,350,-2.78
3700025980,Gibsonville town,6501,7339,12.89
2900014788,Clever,2161,2770,28.18
600003820,Banning,29592,31221,5.5
2000020050,Elbing,233,226,-3
1800000802,Albany town,2264,2148,-5.12
3100021240,Harrison village,251,223,-11.16
3100003145,Bartlett village,117,114,-2.56
4600003860,Batesland town,108,114,5.56
1800003718,Battle Ground town,1683,1975,17.35
4000021700,Drummond town,455,455,0
2900006652,Blue Springs,52593,55829,6.15
2900006454,Bloomsdale,523,555,6.12
2700001900,Apple Valley,49092,55135,12.31
4800019984,Denver City town,4479,4911,9.65
2600009180,Bloomfield Hills,3863,3997,3.47
4600007580,Brookings,22074,24415,10.61
4200003488,Auburn borough,737,698,-5.29
2200002165,Angie village,249,249,0
4200023568,Emlenton borough,630,573,-9.05
3400022890,Far Hills borough,921,903,-1.95
1800012376,Chesterfield town,2550,2477,-2.86
3100007065,Burchard village,82,74,-9.76
5500007800,Black Earth village,1340,1419,5.9
2900006256,Bland,547,528,-3.47
1700030458,Good Hope village,396,364,-8.08
4200000988,Allenport borough,514,495,-3.7
4100009050,Brownsville,1668,1823,9.29
800016495,Commerce City,45864,60336,31.55
2700025280,Granite Falls,2901,2698,-7
5500024550,Evansville,5011,5440,8.56
3600018212,Corinth village,2567,2445,-4.75
2000015725,Corning,165,164,-0.61
3500031330,Hagerman town,1245,1220,-2.01
1900025005,Ellston,41,39,-4.88
1900016815,Coulter,281,263,-6.41
800009115,Brookside town,233,262,12.45
4000016050,Colbert town,1145,1252,9.34
1200006925,Blountstown,2516,2443,-2.9
3500024610,Encino village,82,78,-4.88
5500023300,Elkhorn,10073,10019,-0.54
4200018000,Dale borough,1242,1126,-9.34
2900001720,Arcola village,55,53,-3.64
1600019900,Culdesac,380,383,0.79
1300021940,Dawsonville,2499,3246,29.89
100019912,Dayton town,52,46,-11.54
1700034163,Henry,2464,2209,-10.35
2700015544,Delhi,70,64,-8.57
2800030980,Hatley town,482,460,-4.56
200018620,Delta Junction,947,928,-2.01
2900026902,Gerster town,25,24,-4
4100018850,Depoe Bay,1398,1499,7.22
500018520,Dermott,2823,2483,-12.04
600021782,El Centro,42588,44079,3.5
2900019396,Dexter,7868,7815,-0.67
500006040,Biggers town,347,339,-2.31
600025338,Foster City,30568,33901,10.9
3700017340,Dobson town,1588,1539,-3.09
4800020848,Domino town,82,89,8.54
4700025440,Fairview,7789,9146,17.42
2700019880,Evan,86,84,-2.33
1300027008,Ellenton town,281,282,0.36
200021810,Ekwok,115,131,13.91
4800008128,Bevil Oaks,1274,1225,-3.85
2400022600,Delmar town,3092,3354,8.47
1300024796,Du Pont town,120,117,-2.5
2600023500,Durand,3462,3290,-4.97
4000022550,East Duke town,424,387,-8.73
4500016000,Columbia,130421,131674,0.96
4800023164,El Lago,2695,2663,-1.19
3100007555,Byron village,83,80,-3.61
1300037396,Hawkinsville,5665,5270,-6.97
1700023737,El Paso,2813,2730,-2.95
5500023525,Ellsworth village,3290,3317,0.82
5300021450,Elma,3301,3351,1.51
1000004650,Bellefonte town,1193,1164,-2.43
2100032212,Grand Rivers,382,367,-3.93
1300025300,East Dublin,2462,2398,-2.6
3800024780,Esmond,100,97,-3
2900023086,Excelsior Springs,11081,11731,5.87
3600015297,Chester village,3935,4091,3.96
1900026310,Exline,160,154,-3.75
100025120,Fairfield,11106,10568,-4.84
2000022775,Fall River,162,145,-10.49
2900023662,Farber,322,313,-2.8
2600021180,Deerfield village,896,857,-4.35
3600025967,Fishkill village,2171,2155,-0.74
2700025918,Greenwood,696,752,8.05
4700008280,Brentwood,37062,42783,15.44
1200024000,Fort Lauderdale,165754,182437,10.06
1600028810,Franklin,653,835,27.87
4200026296,Flemington borough,1331,1326,-0.38
3800032900,Great Bend,57,56,-1.75
3500030770,Grenville village,32,29,-9.38
5500001325,Almena village,677,641,-5.32
100028672,Fyffe town,1018,1045,2.65
3500030210,Grady village,107,103,-3.74
4000028500,Garber,822,807,-1.82
100029032,Garden City town,494,501,1.42
2000025375,Garden Plain,849,909,7.07
5400030364,Gauley Bridge town,614,553,-9.93
3900029722,Genoa village,2334,2277,-2.44
2900023077,Excelsior Estates village,147,148,0.68
2900026866,Gerald,1352,1313,-2.88
4700028960,Germantown,38836,39225,1
3600029597,Gouverneur village,3939,3666,-6.93
600030000,Glendale,191692,199303,3.97
2000019875,Edmond,49,46,-6.12
2900027676,Golden City,763,719,-5.77
100030736,Gordo town,1750,1614,-7.77
3700027780,Greenevers town,638,647,1.41
3800032300,Grandin,173,169,-2.31
2600034360,Grant,895,884,-1.23
100033448,Hartselle,14281,14466,1.3
2900029476,Greenville,490,463,-5.51
1200028000,Gulf Breeze,5763,6900,19.73
600006434,Big Bear Lake,5037,5279,4.8
3900032984,Hamersville village,544,502,-7.72
1700010383,Cairo,2831,2082,-26.46
500029920,Hardy,767,765,-0.26
4800016696,Corinth,19766,22099,11.8
3600084000,Yonkers,196026,200370,2.22
4600073060,Yankton,14467,14687,1.52
5500088325,Wittenberg village,1087,988,-9.11
5500086700,Whitefish Bay village,14125,13783,-2.42
1700081191,White City village,232,230,-0.86
3900084574,Wharton village,359,338,-5.85
5500086025,Weston village,14908,15167,1.74
2000077200,Westmoreland,765,742,-3.01
2600086000,Westland,84150,81511,-3.14
4200084272,West Wyoming borough,2725,2676,-1.8
3600081292,West Winfield village,826,855,3.51
4200084064,West Sunbury borough,193,181,-6.22
5500086275,West Salem village,4809,5015,4.28
5300077665,West Richland,11833,15075,27.4
1300082132,West Point,3463,3737,7.91
3200084800,Winnemucca,7444,7754,4.16
4800077416,West Columbia,3898,3830,-1.74
3600079499,West Carthage village,2012,1934,-3.88
5000079150,West Burke village,343,328,-4.37
1900083325,Wellsburg,707,687,-2.83
5500084475,Wausau,39201,38561,-1.63
1300080480,Warm Springs,429,405,-5.59
2100080490,Walton,3636,4058,11.61
4800079876,Winters,2560,2448,-4.38
600083332,Walnut,29177,29685,1.74
3400076490,Wallington borough,11335,11495,1.41
4200086568,Worthville borough,67,65,-2.99
3800082660,Wahpeton,7764,7734,-0.39
4000072050,Taft town,250,238,-4.8
600085012,Wheatland,3504,3873,10.53
4200086128,Woodbury borough,283,264,-6.71
2900071620,Sumner town,102,97,-4.9
3600083371,Wyoming village,437,417,-4.58
4200075024,Sugar Grove borough,614,573,-6.68
2400076725,Taneytown,6747,6817,1.04
3900074944,Stow,34837,34785,-0.15
4600061740,Stockholm town,108,107,-0.93
3800087020,Wishek,998,891,-10.72
2800075880,Vaiden town,960,957,-0.31
1600077500,Stites,225,232,3.11
2600087420,Williamston,3864,3965,2.61
3600077431,Victory village,604,580,-3.97
2800077480,Walnut town,771,754,-2.2
5500077200,Stevens Point,26711,25880,-3.11
1700072156,Spring Valley,5548,5125,-7.62
4500071305,Tatum town,75,69,-8
4800070376,Stockdale,1446,1649,14.04
3500074800,Springer town,1043,906,-13.14
2900072340,Tarkio,1584,1432,-9.6
3700075340,Woodland town,807,703,-12.89
1800072764,State Line City town,143,139,-2.8
2900079126,Wheaton,696,688,-1.15
4200086952,Yatesville borough,616,611,-0.81
3500079980,Tularosa village,2844,3006,5.7
3400073140,Totowa borough,10807,10792,-0.14
4800069830,Spring Valley Village,3723,4319,16.01
600082744,Villa Park,5822,5790,-0.55
500071510,Vandervoort town,87,86,-1.15
4200074728,Strattanville borough,535,498,-6.92
1900077880,Thornton,422,402,-4.74
3100046695,Stamford village,183,175,-4.37
500066860,Stephens,889,787,-11.47
2600080820,Turner village,108,102,-5.56
4700073120,Tazewell town,2236,2276,1.79
3600071267,Stewart Manor village,1963,1956,-0.36
4200081824,Waynesboro borough,10563,10886,3.06
1700083622,Wyanet village,986,923,-6.39
4200080040,Versailles borough,1519,1461,-3.82
2900081178,Wyatt,319,283,-11.29
1800076184,Topeka town,1155,1225,6.06
1700075809,Tovey village,512,476,-7.03
1800080018,Wanatah town,1047,1004,-4.11
4800073710,Trophy Club town,8026,12451,55.13
2000071575,Troy,1011,960,-5.04
600080588,Truckee town,16163,16735,3.54
1900081210,Vinton,5257,5075,-3.46
3900079044,Upper Sandusky,6602,6440,-2.45
4200084704,White Oak borough,7839,7441,-5.08
2900075364,Utica village,269,251,-6.69
3100049915,Utica village,861,831,-3.48
4600066260,Valley Springs,759,730,-3.82
3600076881,Van Etten village,534,494,-7.49
5600079705,Van Tassell town,18,18,0
5500084625,Wautoma,2208,2142,-2.99
1300079444,Vienna,4008,3549,-11.45
2100071454,Smiths Grove,718,798,11.14
600071806,Sierra Madre,10917,10793,-1.14
2700059998,Shoreview,25043,27130,8.33
4200069309,Seven Fields borough,2887,2736,-5.23
1000064840,Selbyville town,2164,2540,17.38
1700068471,Seatonville village,314,296,-5.73
1900046290,Lone Rock,146,139,-4.79
1200043000,Marathon,8303,8581,3.35
2700044818,Murdock,278,263,-5.4
2800049240,Moss Point,13704,13350,-2.58
1700050543,Morrisonville village,1061,998,-5.94
5300034575,Kahlotus,189,193,2.12
4700049360,Minor Hill,527,531,0.76
3700053040,Plymouth town,3873,3361,-13.22
1900052230,Millersburg,147,142,-3.4
3600046998,Middleport village,1840,1743,-5.27
1800042426,Lawrence,45915,49462,7.73
4200048856,Meshoppen borough,563,535,-4.97
5600042005,Kemmerer,2656,2749,3.5
2600052960,Memphis,1203,1177,-2.16
2900062156,Riverside,2928,3505,19.71
4800045804,McLendon-Chisholm,1408,3455,145.38
1300048624,McDonough,22015,26768,21.59
1600048790,McCall,2976,3597,20.87
3700042020,Maxton town,2447,2346,-4.13
3100037420,Orleans village,386,371,-3.89
500044600,Maumelle,17170,18199,5.99
3900048188,Mason,30848,33870,9.8
3800062060,Pettibone,70,68,-2.86
2900063560,Rush Hill village,146,143,-2.05
3900047600,Mariemont village,3471,3518,1.35
4800045384,McAllen,131547,143268,8.91
1200045975,Miramar,121958,141191,15.77
2700040256,Maple Plain,1760,2114,20.11
3900047306,Maple Heights,23135,22078,-4.57
1200042700,Manalapan town,406,466,14.78
3100030345,Malcolm village,382,406,6.28
4800058532,Point,820,926,12.93
2600040980,Iron River,3033,2829,-6.73
3600057243,Perry village,3661,3488,-4.73
1900066360,Rembrandt,204,194,-4.9
100062075,Powell town,955,967,1.26
4800057200,Pharr,70457,79112,12.28
100045640,McMullen town,10,9,-10
1200035425,Jay town,533,634,18.95
2200070385,Sikes village,120,121,0.83
1900067035,Ridgeway,307,287,-6.51
4800058040,Plantersville,556,594,6.83
2500045560,Newton,85089,88414,3.91
4700064440,Rockwood,5571,5425,-2.62
100043720,Livingston,3458,3260,-5.73
4000055000,Oklahoma City,580462,655057,12.85
3500062060,Raton,6876,5938,-13.64
500036430,Kensett,1648,1617,-1.88
2800042640,Lumberton,2045,2218,8.46
5300036850,LaCrosse town,313,319,1.92
5100051512,Middletown town,1267,1396,10.18
5500045475,Lomira village,2430,2450,0.82
1700038674,Joppa village,338,303,-10.36
4800066908,Seven Points,1424,1521,6.81
1900056280,New Liberty,139,144,3.6
3900046844,Magnolia village,985,962,-2.34
4500036475,Jamestown town,75,82,9.33
2000042800,Lorraine,138,127,-7.97
4200040744,Laceyville borough,379,348,-8.18
2600050760,Manistique,3094,2939,-5.01
3100028420,Lodgepole village,318,275,-13.52
2000045500,Medicine Lodge,2020,1835,-9.16
2000039125,Lebo,940,887,-5.64
4600030900,Humboldt town,589,567,-3.74
4700036600,Huntland town,879,844,-3.98
4900058730,Payson,18515,20303,9.66
1300041540,Ivey,986,914,-7.3
1700048307,Mendon village,973,961,-1.23
600041152,Lemoore,24534,26725,8.93
2900039980,Lake Lotawana,1937,2109,8.88
4700041980,Lexington,7659,7889,3
4800063284,Rosenberg,31248,38307,22.59
1200036550,Key West,24635,24118,-2.1
500033820,Humnoke,290,274,-5.52
3900036610,Huber Heights,38110,38154,0.12
3900054194,New Bremen village,3000,2963,-1.23
4800042868,Lindsay,1023,1149,12.32
1900044535,Leon,1977,1823,-7.79
3900039130,Jerusalem village,161,150,-6.83
2700035378,Lancaster,351,334,-4.84
4900058510,Parowan,2801,3165,13
1200039850,Lee town,352,328,-6.82
5500039225,Kenosha,99279,99944,0.67
3600067488,Sinclairville village,588,547,-6.97
4200035960,Howard borough,733,734,0.14
2100043444,LaFayette,172,160,-6.98
2700043720,Montevideo,5361,5043,-5.93
5400039532,Hurricane,6275,6430,2.47
100064368,Repton town,282,258,-8.51
200043040,Larsen Bay,87,83,-4.6
5300047665,Moxee,3459,4104,18.65
4200036152,Hughestown borough,1362,1349,-0.95
4100045250,Madras,6325,7051,11.48
500046190,Mitchellville,383,339,-11.49
3700039600,Lucama town,1136,1152,1.41
3900061420,Peebles village,1795,1717,-4.35
4800047268,Maypearl,919,1032,12.3
600048256,Mission Viejo,93103,94381,1.37
5300033175,Index town,176,211,19.89
4800054528,Oyster Creek,1106,1193,7.87
2700037304,Lindstrom,4507,4720,4.73
1200033600,Indian River Shores town,3870,4311,11.4
3700033560,Indian Trail town,33619,40252,19.73
4500043630,McColl town,2174,1970,-9.38
5100039528,Independence town,948,892,-5.91
3700055000,Raleigh,404068,474069,17.32
2000063325,Scammon,482,444,-7.88
1900071085,Schaller,772,723,-6.35
2000038900,Lawrence,87918,98193,11.69
1200046500,Monticello,2521,2409,-4.44
2800037040,Jumpertown town,482,488,1.24
1700039532,Kenney village,327,313,-4.28
3900070534,Sardinia village,1175,1136,-3.32
500042410,McCaskill town,96,97,1.04
2100063912,Radcliff,22309,22914,2.71
5500053950,Montfort village,720,688,-4.44
2000042875,Louisburg,4307,4562,5.92
3700038220,Lillington town,3192,3657,14.57
4800056485,Pecan Hill,651,694,6.61
1700059884,Pinckneyville,5650,5372,-4.92
1300041792,Jakin,155,146,-5.81
2900047288,Mendon,171,161,-5.85
2900062228,Rives town,63,59,-6.35
4200040016,Kistler borough,320,316,-1.25
4200072168,South Fork borough,929,842,-9.36
4800046260,Malone town,269,283,5.2
4200043248,Lilly borough,966,880,-8.9
4800065024,San Augustine,2112,1888,-10.61
4700039660,Kingston Springs town,2743,2727,-0.58
4800062600,Robstown,11486,11261,-1.96
1300044704,Lake Park,734,1207,64.44
4800040276,La Grange,4653,4677,0.52
2900057656,Pilot Knob,745,715,-4.03
1700041794,La Moille village,726,679,-6.47
2000044225,Manchester,97,96,-1.03
1700049555,Minier village,1252,1190,-4.95
4800058280,Pleasanton,9583,10855,13.27
2600039360,Houghton,7684,7754,0.91
4700050280,Morristown,29008,30193,4.09
2800064200,Ruleville,3007,2557,-14.97
3400046620,Milltown borough,6896,6967,1.03
5100065120,Quantico town,481,553,14.97
200034350,Huslia,275,258,-6.18
4800045012,Lucas,5405,8553,58.24
3700036220,Kure Beach town,2009,2098,4.43
4800037420,Jasper,7602,7551,-0.67
4700054780,Oak Hill,4526,4516,-0.22
2600057760,Niles,11596,11149,-3.85
2700049030,Ostrander,254,248,-2.36
3900058422,Olmsted Falls,9032,8828,-2.26
3700037260,Lawndale town,600,592,-1.33
2400046250,Laytonsville town,356,381,7.02
4100043900,Lostine,214,223,4.21
2000042925,Louisville,188,225,19.68
4700048340,Middleton,717,635,-11.44
1700048892,Midlothian village,14817,14346,-3.18
2700045556,New Germany,373,419,12.33
5500055200,Muscoda village,1324,1243,-6.12
3900053480,Mutual village,107,102,-4.67
3800055420,Napoleon,792,752,-5.05
4200052664,Narberth borough,4282,4336,1.26
3900053816,Nellie village,134,131,-2.24
2000049825,Neosho Falls,141,137,-2.84
4200053288,New Brighton borough,6022,5679,-5.7
3900054334,New Carlisle,5782,5568,-3.7
4000051250,New Cordell,2921,2734,-6.4
1200054025,Palm Beach town,8161,8816,8.03
4800051036,New Hope town,616,628,1.95
4800060164,Quintana town,84,94,11.9
2900052076,New Madrid,3129,2818,-9.94
1900056550,New Vienna,407,411,0.98
3400051000,Newark,277135,282011,1.76
4200070352,Shippensburg borough,5497,5565,1.24
4700053000,Newport,6925,6884,-0.59
2000061275,Roseland,73,67,-8.22
5500057325,Niagara,1628,1544,-5.16
4500049705,New Ellenton town,2031,2151,5.91
5100056304,Nickelsville town,390,360,-7.69
3600057639,Philmont village,1371,1258,-8.24
1700053195,Nora village,121,116,-4.13
5100057000,Norfolk,242827,242742,-0.04
2500046225,North Adams,13693,12730,-7.03
3900056294,North Canton,17505,17176,-1.88
2900061670,Richmond,5801,5653,-2.55
600069000,Santa Ana,324774,332318,2.32
100071976,Spanish Fort,6893,9214,33.67
3700048345,Oak Island town,6806,8386,23.21
1700053403,Norris City village,1249,1151,-7.85
3700044160,Mooresboro town,311,312,0.32
3400053850,Oakland borough,12753,12926,1.36
2900056226,Parkdale village,172,166,-3.49
4800053232,Oakwood town,510,515,0.98
4200056432,Ohioville borough,3471,3284,-5.39
4800055080,Paris,25263,24847,-1.65
3600055266,Orchard Park village,3222,3131,-2.82
2400041250,Hyattsville,17535,18230,3.96
1200053150,Ormond Beach,39429,43759,10.98
1900060465,Ottumwa,25021,24368,-2.61
100064104,Reform town,1697,1552,-8.54
1200053875,Palatka,10624,10451,-1.63
3800060480,Oxbow,314,306,-2.55
4900057740,Panguitch,1726,1682,-2.55
1200045060,Miami Gardens,107163,110001,2.65
2600062340,Parchment,1800,1828,1.56
3600056341,Parish village,444,427,-3.83
1200055125,Parkland,22513,34170,51.78
1200055775,Pembroke Pines,154898,173591,12.07
3600061346,Rhinebeck village,2653,2563,-3.39
4900059390,Perry,4512,5248,16.31
4600053220,Ravinia town,61,64,4.92
1900048585,Mallard,274,258,-5.84
3600058486,Plandome Heights village,1007,1018,1.09
2900060284,Puxico,886,846,-4.51
800060160,Platteville town,2489,2760,10.89
1900063840,Plover,77,69,-10.39
3700053160,Polkville,545,544,-0.18
2900053454,Norwood,665,647,-2.71
4700060500,Powells Crossroads town,1356,1359,0.22
2900059726,Prairie Home,280,280,0
500057230,Prattsville town,304,306,0.66
4200070056,Shenandoah borough,5073,4760,-6.17
4600052220,Pukwana town,290,305,5.17
2900054758,Oran,1272,1215,-4.48
3100040675,Randolph,944,890,-5.72
1700062783,Rantoul village,12956,12493,-3.57
4200063624,Reading,87994,88375,0.43
5300057465,Reardan town,571,610,6.83
1900066540,Rhodes,305,297,-2.62
5500067275,Rib Lake village,902,863,-4.32
3900066894,Richmond Heights,10557,10342,-2.04
4100039700,Klamath Falls,20993,21753,3.62
5500067875,Ridgeway village,652,630,-3.37
3500063460,Rio Rancho,87387,99178,13.49
4900062030,Price,8727,8332,-4.53
1700064486,Riverton village,3466,3434,-0.92
4800065000,San Antonio,1326161,1547253,16.67
1900057225,North English,1046,1007,-3.73
4800047832,Mertzon,781,743,-4.87
2600071540,Sandusky,2678,2520,-5.9
4200053916,New Morgan borough,71,76,7.04
5600068685,Saratoga town,1690,1615,-4.44
800068655,Sawpit town,34,39,14.71
4000065650,Sawyer town,321,313,-2.49
4200066928,Rutledge borough,784,799,1.91
2800066160,Scooba town,732,686,-6.28
1800034744,Hope town,2112,2228,5.49
200033470,Hooper Bay,1093,1227,12.26
2000032850,Holyrood,447,415,-7.16
600034246,Holtville,5947,6621,11.33
2800033100,Holly Springs,7821,7798,-0.29
500032710,Holland,533,577,8.26
100034816,Hillsboro town,553,521,-5.79
4800033548,Hico,1387,1413,1.87
100034024,Helena,16963,19925,17.46
2000033150,Horace,68,66,-2.94
4200032896,Harrisville borough,899,858,-4.56
4900014290,Clinton,20481,22499,9.85
2000014200,Clifton,554,505,-8.84
2400016550,Cheverly town,6170,6428,4.18
3400013420,Clementon borough,4983,4957,-0.52
3900016000,Cleveland,396665,381009,-3.95
2600010580,Bridgman,2289,2212,-3.36
800003950,Ault town,1527,1871,22.53
800012387,Castle Pines,10333,10763,4.16
4700017340,Cottage Grove town,89,86,-3.37
4600003420,Bancroft town,19,19,0
2700009496,Campbell,158,151,-4.43
4000007300,Boise City,1268,1085,-14.43
3600011902,Camillus village,1263,1195,-5.38
1700034865,Highwood,5449,5224,-4.13
1800025288,Francesville town,882,797,-9.64
2400014950,Centreville town,4254,4944,16.22
4200004792,Beaver Falls,8995,8332,-7.37
2300009585,Calais,3123,3005,-3.78
1700035814,Homer village,1207,1159,-3.98
2900009642,Bull Creek village,603,635,5.31
1700009317,Buckley village,608,542,-10.86
2900032068,Highlandville,918,1051,14.49
3100006820,Bruning village,279,269,-3.58
3600019213,Croton-on-Hudson village,8070,8095,0.31
2100015202,Clay,1181,1096,-7.2
1700011527,Carthage,2609,2457,-5.83
1700011397,Carrier Mills village,1653,1552,-6.11
5300007940,Brier,6243,6970,11.65
1900008155,Brandon,323,320,-0.93
1800011836,Centerville town,2671,2579,-3.44
4200008040,Bradford,8802,8210,-6.73
1900014430,Clinton,26878,25093,-6.64
1300009544,Bowdon,2040,2100,2.94
800033310,Grover town,139,153,10.07
3400006610,Boonton town,8338,8919,6.97
1900010090,Calumet,170,157,-7.65
3700010240,Canton town,4209,4347,3.28
4100007300,Bonanza town,415,426,2.65
500009100,Brookland,1984,3674,85.18
800020440,Dillon town,903,967,7.09
4700028680,Garland town,308,298,-3.25
3000009700,Broadus town,475,462,-2.74
4100003650,Baker City,9828,9809,-0.19
4800004600,Aubrey,2600,4895,88.27
1300004000,Atlanta,427059,506811,18.67
4800005384,Balcones Heights,2761,3296,19.38
4000018250,Crescent,1415,1561,10.32
2800017060,Crystal Springs,5031,4715,-6.28
4200021728,East Prospect borough,860,910,5.81
4600002580,Astoria town,139,135,-2.88
4900011980,Centerville,15304,17587,14.92
4600022580,Frankfort,149,151,1.34
2000002375,Arma,1487,1420,-4.51
2900010468,California,4299,4416,2.72
600014498,Colfax,1950,2002,2.67
2600010860,Bronson,2354,2303,-2.17
1700011176,Carbon Hill village,345,335,-2.9
3900008364,Brecksville,13651,13604,-0.34
3400021450,Emerson borough,7386,7596,2.84
4600008340,Buffalo Gap town,126,144,14.29
3100011370,Crete,6960,7007,0.68
3700005220,Bessemer City,5328,5577,4.67
1900014115,Cleghorn,237,216,-8.86
4600020340,Fairburn town,85,98,15.29
3800004740,Bantry,14,14,0
3700008140,Brookford town,380,380,0
1900002845,Arlington,429,399,-6.99
1700007640,Braceville village,793,759,-4.29
2900000514,Albany,1731,1675,-3.24
800000760,Aguilar town,537,480,-10.61
2600011180,Brown City,1327,1250,-5.8
4100016950,Creswell,5037,5540,9.99
2900009388,Bucklin,467,436,-6.64
3800016580,Crary,148,146,-1.35
900002690,Bantam borough,759,727,-4.22
1700035866,Hometown,4349,4177,-3.95
4800026160,Floresville,6398,8045,25.74
2900020674,Eagleville town,322,300,-6.83
1300004204,Augusta-Richmond County consolidated government (balance),195859,197888,1.04
400004720,Avondale,76132,87931,15.5
4600011500,Chelsea town,27,26,-3.7
5500030575,Gratiot village,236,226,-4.24
4800007396,Bellevue,362,347,-4.14
100025384,Fairview town,453,463,2.21
600014946,Colusa,6222,6060,-2.6
2900005495,Big Lake village,159,145,-8.81
800037380,Hooper town,103,100,-2.91
1900012630,Centralia,123,128,4.07
5400000364,Addison (Webster Springs) town,776,663,-14.56
1900001855,Ames,59035,66258,12.24
2600011000,Brooklyn village,1204,1176,-2.33
3800015820,Conway,23,21,-8.7
1900001090,Alexander,173,161,-6.94
2600033260,Grand Beach village,270,281,4.07
1200027000,Graceville,2279,2125,-6.76
4900026720,Fountain Green,1069,1166,9.07
2900005734,Birch Tree,679,649,-4.42
5000004225,Bellows Falls village,3143,2965,-5.66
4800001000,Abilene,117514,123420,5.03
1800001666,Angola,8597,8732,1.57
4200005936,Bessemer borough,1109,1051,-5.23
4200000364,Adamstown borough,1776,1880,5.86
1300016544,Clarkston,12103,12637,4.41
4200003632,Avis borough,1488,1490,0.13
4000012050,Carnegie town,1722,1645,-4.47
3400002440,Avon-by-the-Sea borough,1900,1783,-6.16
2700011980,Clinton,452,413,-8.63
800019630,Deer Trail town,547,800,46.25
4700033920,Hickory Valley town,103,93,-9.71
2600007860,Berrien Springs village,1800,1727,-4.06
